Sl. No,Field Name,Field Type,Example
1625,breadcrumbs,list,"['Men', 'Designers', 'The Row', 'Shoes', 'Loafers']"
1626,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00895082.jpg
1627,brand_name,string,The Row
1628,product_name,string,Lucca leather loafers
1629,product_price,string,"€ 1,135"
1630,product_id,string,P00895082
1631,Sizes,list,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
1632,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00895082_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00895082_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00895082_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00895082_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00895082_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00895082_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00895082.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00895082_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00895082_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00895082_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00895082_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00895082_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/be/P00895082_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/be/P00895082_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/0a/P00835901.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/66/P00895173.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
1633,breadcrumbs,list,"['Men', 'Designers', 'Bottega Veneta', 'Shoes', 'Loafers']"
1634,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/29/P00910793.jpg
1635,brand_name,string,Bottega Veneta
1636,product_name,string,Astaire suede loafers
1637,product_price,string,€ 659
1638,product_id,string,P00910793
1639,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
1640,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/29/P00910793_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/29/P00910793_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/29/P00910793_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/29/P00910793_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/29/P00910793_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/29/P00910793_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/29/P00910793.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/29/P00910793_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/29/P00910793_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/29/P00910793_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/29/P00910793_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/29/P00910793_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/29/P00910793_d4.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
1641,breadcrumbs,list,"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sneakers', 'Designer sneakers']"
1642,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/65/P00896184.jpg
1643,brand_name,string,Christian Louboutin
1644,product_name,string,Louis suede high-top sneakers
1645,product_price,string,€ 715
1646,product_id,string,P00896184
1647,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
1648,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/65/P00896184_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/65/P00896184_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/65/P00896184_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/65/P00896184_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/65/P00896184_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/65/P00896184_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/65/P00896184.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/65/P00896184_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/65/P00896184_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/65/P00896184_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/65/P00896184_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/65/P00896184_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/65/P00896184_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/65/P00896184_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/bd/P00738095.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
1649,breadcrumbs,list,"['Men', 'Designers', 'Bottega Veneta', 'Shoes', 'Formal shoes', 'Monk strap']"
1650,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a8/P00910808.jpg
1651,brand_name,string,Bottega Veneta
1652,product_name,string,Helium leather monk strap shoes
1653,product_price,string,"€ 1,055"
1654,product_id,string,P00910808
1655,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
1656,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a8/P00910808_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a8/P00910808_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a8/P00910808_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a8/P00910808_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a8/P00910808_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a8/P00910808_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a8/P00910808.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a8/P00910808_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a8/P00910808_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a8/P00910808_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a8/P00910808_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a8/P00910808_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a8/P00910808_d4.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
1657,breadcrumbs,list,"['Men', 'Designers', 'Bottega Veneta', 'Shoes', 'Sandals & slides']"
1658,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/94/P00910810.jpg
1659,brand_name,string,Bottega Veneta
1660,product_name,string,Tarik Intrecciato suede slides
1661,product_price,string,€ 799
1662,product_id,string,P00910810
1663,Sizes,list,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45']"
1664,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/94/P00910810_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/94/P00910810_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/94/P00910810_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/94/P00910810_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/94/P00910810_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/94/P00910810_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/94/P00910810.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/94/P00910810_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/94/P00910810_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/94/P00910810_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/94/P00910810_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/94/P00910810_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/94/P00910810_d4.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
1665,breadcrumbs,list,"['Men', 'Designers', 'Bottega Veneta', 'Shoes', 'Loafers']"
1666,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/05/P00910794.jpg
1667,brand_name,string,Bottega Veneta
1668,product_name,string,Haddock fringed leather loafers
1669,product_price,string,€ 925
1670,product_id,string,P00910794
1671,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
1672,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/05/P00910794_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/05/P00910794_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/05/P00910794_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/05/P00910794_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/05/P00910794_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/05/P00910794_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/05/P00910794.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/05/P00910794_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/05/P00910794_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/05/P00910794_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/05/P00910794_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/05/P00910794_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/05/P00910794_d4.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
1673,breadcrumbs,list,"['Men', 'Designers', 'Bottega Veneta', 'Shoes', 'Slippers']"
1674,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6c/P00910795.jpg
1675,brand_name,string,Bottega Veneta
1676,product_name,string,Intrecciato leather mules
1677,product_price,string,€ 835
1678,product_id,string,P00910795
1679,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
1680,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6c/P00910795_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6c/P00910795_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6c/P00910795_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6c/P00910795_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6c/P00910795_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6c/P00910795_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6c/P00910795.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6c/P00910795_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6c/P00910795_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6c/P00910795_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6c/P00910795_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6c/P00910795_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6c/P00910795_d4.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
1681,breadcrumbs,list,"['Men', 'Designers', 'Zegna', 'Shoes', 'Formal shoes', 'Oxford']"
1682,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c6/P00896007.jpg
1683,brand_name,string,Zegna
1684,product_name,string,Vienna leather Oxford shoes
1685,product_price,string,€ 925
1686,product_id,string,P00896007
1687,Sizes,list,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46']"
1688,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c6/P00896007_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c6/P00896007_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c6/P00896007_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c6/P00896007_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c6/P00896007_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c6/P00896007_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c6/P00896007.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c6/P00896007_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c6/P00896007_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c6/P00896007_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c6/P00896007_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c6/P00896007_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c6/P00896007_d4.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
1689,breadcrumbs,list,"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sneakers', 'Designer sneakers']"
1690,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00872822.jpg
1691,brand_name,string,Christian Louboutin
1692,product_name,string,Louis Junior Spikes suede sneakers
1693,product_price,string,€ 669
1694,product_id,string,P00872822
1695,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']"
1696,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00872822_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00872822_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00872822_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00872822_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00872822_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00872822_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00872822.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00872822_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00872822_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00872822_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00872822_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00872822_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00872822_d4.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
1697,breadcrumbs,list,"['Men', 'Designers', 'John Lobb', 'Shoes', 'Loafers']"
1698,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7e/P00892978.jpg
1699,brand_name,string,John Lobb
1700,product_name,string,Pace suede loafers
1701,product_price,string,€ 889
1702,product_id,string,P00892978
1703,Sizes,list,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46']"
1704,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7e/P00892978_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7e/P00892978_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7e/P00892978_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7e/P00892978_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7e/P00892978_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7e/P00892978_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7e/P00892978.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7e/P00892978_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7e/P00892978_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7e/P00892978_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7e/P00892978_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7e/P00892978_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/7e/P00892978_d4.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
1705,breadcrumbs,list,"['Men', 'Designers', 'Moncler', 'Shoes', 'Sneakers', 'Low-Top']"
1706,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/52/P00901828.jpg
1707,brand_name,string,Moncler
1708,product_name,string,Trailgrip leather-trimmed sneakers
1709,product_price,string,€ 590
1710,product_id,string,P00901828
1711,Sizes,list,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
1712,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/52/P00901828_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/52/P00901828_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/52/P00901828_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/52/P00901828_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/52/P00901828_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/52/P00901828_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/52/P00901828.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/52/P00901828_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/52/P00901828_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/52/P00901828_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/52/P00901828_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/52/P00901828_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/52/P00901828_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/52/P00901828_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/ce/P00901932.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/6a/P00901890.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
1713,breadcrumbs,list,"['Men', 'Designers', 'Loewe', 'Shoes', 'Sneakers', 'Designer sneakers']"
1714,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/03/P00883892.jpg
1715,brand_name,string,Loewe
1716,product_name,string,Flow Runner suede-trimmed sneakers
1717,product_price,string,€ 549
1718,product_id,string,P00883892
1719,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']"
1720,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/03/P00883892_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/03/P00883892_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/03/P00883892_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/03/P00883892_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/03/P00883892_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/03/P00883892_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/03/P00883892.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/03/P00883892_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/03/P00883892_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/03/P00883892_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/03/P00883892_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/03/P00883892_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/03/P00883892_d4.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/03/P00883892_b1.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/08/P00883939.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/c8/P00875895.jpg', 'https://img.mytheresa.com/332/376/100/jpeg/catalog/product/31/P00883916.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
1721,breadcrumbs,list,"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Formal shoes', 'Loafers']"
1722,product_image,string,https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00872689.jpg
1723,brand_name,string,Christian Louboutin
1724,product_name,string,Dandyrocks velvet loafers
1725,product_price,string,€ 755
1726,product_id,string,P00872689
1727,Sizes,list,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 45.5', 'EU 46']"
1728,other_images,list,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00872689_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00872689_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00872689_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00872689_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00872689_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00872689_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00872689.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00872689_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00872689_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00872689_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00872689_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00872689_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/c2/P00872689_d4.jpg', 'https://img.mytheresa.com/cms/80/80/30/images/909cd113-be1f-418a-9664-e9387dc767ce.png', 'https://img.mytheresa.com/cms/80/80/30/images/22cb0ec6-e426-4579-a283-5e4705cce512.png', 'https://img.mytheresa.com/cms/80/80/30/images/b579a4c8-dfa7-49d4-b719-f4f8b5453aa3.png']"
